dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2018-01-02 17:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0003114019780611965,0.0,0.0,0.0,0.00014171204706129583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 18:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.058939088745829336,0.0,0.0,0.0,-0.029477067678039464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 19:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.028043576705091312,0.0,0.0,0.0,0.013962169663411784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 20:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030730313686529558,0.0,0.0,0.0,-0.0011637011546946022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 21:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008579216500668183,0.0,0.0,0.0,-5.7282476757650365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 22:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.006119350029285615,0.0,0.0,0.0,0.003429029277378087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 23:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.014572923658804731,0.0,0.0,0.0,-0.006916245505797624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 00:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0011678698880899334,0.0,0.0,0.0,0.0009410096522882005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 01:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.009749961461331915,0.0,0.0,0.0,-0.0045096617631415065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 02:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.025327884924083374,0.0,0.0,0.0,-0.012296707122893664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 03:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.024639736128151263,0.0,0.0,0.0,0.012675778578637345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 04:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.012377663892212225,0.0,0.0,0.0,-0.005826304201475042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 05:00:00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.007307541737087751,0.0,0.0,0.0,-0.0032939567117967385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
